station_name,CODE_TRANS,LAYER,mean_naturalness_100,std_naturalness_100,median_naturalness_100,mean_naturalness_250,std_naturalness_250,median_naturalness_250,mean_naturalness_500,std_naturalness_500,median_naturalness_500,mean_naturalness_1000,std_naturalness_1000,median_naturalness_1000
2022/Ascou_Pailheres/SM5744_529E_Bleu/Data/,529_bleu_estive,1,185,0,185,181.864476386036,18.8911860548098,185,185.077275038129,35.648742887273,185,193.904519414385,40.6957229950583,194
2022/Ascou_Pailheres/SM5744_529E_Bleu/Data/,529_bleu_estive,2,10050.1898734177,8.07414368131435,10050,10049.9979466119,19.1043281778373,10049,10050.8723945094,36.8474849679123,10050,10038.1894334818,64.8982046978814,10023
2022/Ascou_Pailheres/SM5744_529E_Bleu/Data/,529_bleu_estive,3,343.468354430379,0.726277887988914,343,343.560574948665,1.70514563621018,343,344.071682765632,3.61075701307157,343,344.040229153405,6.87779374484498,344
2022/Ascou_Pailheres/SM5744_529E_Bleu/Data/,529_bleu_estive,4,573.050632911392,1.2817979281217,572,569.860369609856,21.0322186177919,574,573.785460091509,39.6412320978569,575,583.112794398472,45.6571398509747,585
2022/Ascou_Pailheres/SM5810_529L_Bleu/Data/,529_bleu_lisiere,1,180.037037037037,31.6229501143852,185,177.916155419222,47.9635930943442,185,192.765274949083,44.5028820764648,203,189.133800127307,55.3713582742098,203
2022/Ascou_Pailheres/SM5810_529L_Bleu/Data/,529_bleu_lisiere,2,10015.4814814814,7.43882227355635,10016,10014.208588957,16.8282995121647,10014,10016.4923625254,28.4106568083888,10010,10012.0897517504,52.4534648417433,9998
2022/Ascou_Pailheres/SM5810_529L_Bleu/Data/,529_bleu_lisiere,3,343.518518518518,1.01969628873601,343,343.971370143149,2.49645932585582,344,344.724032586558,3.81419431063286,344,344.028262253341,6.52993621222151,344
2022/Ascou_Pailheres/SM5810_529L_Bleu/Data/,529_bleu_lisiere,4,567.271604938271,34.6185607626317,572,565.153374233128,53.2605874711884,574,581.952647657841,49.3996988096157,590,577.426861871419,61.7648481334261,590
2022/Ascou_Pailheres/SM6988_372E_Rouge/Data/,372_rouge_estive,1,177.77922077922,38.1434828314051,185,170.028513238289,41.2741961576673,185,162.476821192052,47.7822029385292,185,163.222533775172,50.0096389587812,185
2022/Ascou_Pailheres/SM6988_372E_Rouge/Data/,372_rouge_estive,2,10030,9.01225716570378,10030,10031.5539714867,12.8230412331715,10031,10039.3413143148,22.4906537378828,10037,10043.8396635228,74.1281969741044,10041
2022/Ascou_Pailheres/SM6988_372E_Rouge/Data/,372_rouge_estive,3,323.506493506493,1.52573913638455,324,323.873727087576,2.37355211710347,324,324.780947529291,3.6324938307253,325,326.272113178689,5.83167358647635,327
2022/Ascou_Pailheres/SM6988_372E_Rouge/Data/,372_rouge_estive,4,551.155844155844,42.0800304105443,559,543.061099796334,45.5026725789273,559,535.692307692307,52.7294353655672,558,537.530333928116,55.6808486420279,557
2022/Ascou_Pailheres/SM7137_372L_Rouge/Data/,372_rouge_lisiere,1,178.51948051948,12.3399997785792,185,182.730769230769,34.358940998433,185,168.170744138634,50.2951523002962,185,163.538471337579,53.4815199723663,185
2022/Ascou_Pailheres/SM7137_372L_Rouge/Data/,372_rouge_lisiere,2,10014.3636363636,1.43163779527487,10014,10012.0202429149,9.24714613715408,10015,10009.0249745157,27.6460423500204,10016.5,10006.7650955414,66.1655757824371,10014
2022/Ascou_Pailheres/SM7137_372L_Rouge/Data/,372_rouge_lisiere,3,326.103896103896,1.07612116809696,326,325.846153846153,2.85134661428471,326,325.20998980632,4.87329176008343,325,326.032866242038,6.27100821351361,326
2022/Ascou_Pailheres/SM7137_372L_Rouge/Data/,372_rouge_lisiere,4,554.155844155844,13.7142119242406,561,558.004048582996,37.8980090891424,561,541.527013251783,55.9324400805352,558,537.04305732484,59.5400988326082,556
