station_name,CODE_TRANS,LAYER,mean_naturalness_100,std_naturalness_100,median_naturalness_100,mean_naturalness_250,std_naturalness_250,median_naturalness_250,mean_naturalness_500,std_naturalness_500,median_naturalness_500,mean_naturalness_1000,std_naturalness_1000,median_naturalness_1000
2022/Antras_Isard/SM4610_702E_Bleu/Data/,702_bleu_estive,1,178.363636363636,12.6336070991344,185,178.699186991869,29.8555288173735,185,184.018858307849,38.4795661929134,185,194.272588250286,43.6324417720146,185
2022/Antras_Isard/SM4610_702E_Bleu/Data/,702_bleu_estive,2,10363.6493506493,8.96278921360057,10363,10360.4329268292,21.4380742988975,10360,10357.3134556574,42.0546961016867,10356.5,10348.4530393781,81.2965616416432,10342
2022/Antras_Isard/SM4610_702E_Bleu/Data/,702_bleu_estive,3,339.064935064935,0.610251435037441,339,339.497967479674,1.45319802048699,339,339.813455657492,2.95960958133421,340,340.199821587867,4.91117325635596,340
2022/Antras_Isard/SM4610_702E_Bleu/Data/,702_bleu_estive,4,569.285714285714,13.8412681864515,576,569.60569105691,32.5195845952254,576,575.467889908256,42.3182235855116,577,586.616413916146,48.6961819352317,579
2022/Antras_Isard/SM4564_702L_Bleu/Data/,702_bleu_lisiere,1,174.434210526315,37.5774062598636,185,173.374745417515,38.9247811589904,185,181.909183673469,42.806409463657,185,196.730901670705,42.7248266850649,200
2022/Antras_Isard/SM4564_702L_Bleu/Data/,702_bleu_lisiere,2,10385.1447368421,9.28170802590322,10385,10383.5682281059,22.7377891563771,10383,10380.4561224489,44.1164173391511,10380,10372.7055222548,85.1045907083367,10366
2022/Antras_Isard/SM4564_702L_Bleu/Data/,702_bleu_lisiere,3,339.381578947368,0.794174600701187,339,339.152749490835,1.58631095963771,339,339.665306122448,2.85718221547234,340,340.217191684734,4.44239472343792,341
2022/Antras_Isard/SM4564_702L_Bleu/Data/,702_bleu_lisiere,4,565.315789473684,40.7321838761942,577,563.947046843177,42.5318527626705,576,573.46581632653,47.0834458413229,577,589.746971049611,47.5960262029591,590
2022/Antras_Isard/SM7134_235E_Rouge/Data/,235_rouge_estive,1,165.759493670886,38.1791961343497,185,177.054766734279,32.3238406134607,185,179.842078451349,35.3625934130773,185,184.601197299707,35.576369224844,185
2022/Antras_Isard/SM7134_235E_Rouge/Data/,235_rouge_estive,2,10411.329113924,9.35613454612796,10411,10410.9148073022,23.66785128386,10411,10411.3637289862,46.1804931853536,10410,10405.1518277926,87.5022055301989,10398
2022/Antras_Isard/SM7134_235E_Rouge/Data/,235_rouge_estive,3,332.822784810126,0.689147219686897,333,333.251521298174,1.43755155760887,333,333.765155374426,1.96825760944092,334,334.916698509743,3.93847604191237,335
2022/Antras_Isard/SM7134_235E_Rouge/Data/,235_rouge_estive,4,551.658227848101,41.7672532609069,572,564.117647058823,35.5366615388639,572,567.557310239429,39.1415544539665,574,573.357151955164,40.4024628544135,575
2022/Antras_Isard/SM7113_235L_Rouge/Data/,235_rouge_lisiere,1,178.675324675324,38.3918421930038,185,184.135902636916,42.5516246421,185,181.357980622131,34.9191876668722,185,187.085488597273,36.3218221713789,185
2022/Antras_Isard/SM7113_235L_Rouge/Data/,235_rouge_lisiere,2,10438.2207792207,9.57624682685857,10438,10438.3671399594,23.3408706507051,10438,10433.7343192248,44.0529940261743,10431,10422.4197987004,86.1792995634261,10412
2022/Antras_Isard/SM7113_235L_Rouge/Data/,235_rouge_lisiere,3,334.246753246753,1.30090721746921,335,334.590263691683,1.49728169225555,335,335.044365119836,2.24268773089891,335,336.100522359536,4.0012688753517,336
2022/Antras_Isard/SM7113_235L_Rouge/Data/,235_rouge_lisiere,4,567.38961038961,42.2506914856672,574,573.464503042596,46.9219849863291,574,570.615502294747,38.4370455490621,574,577.206650528729,41.2015805507875,577
