CODE_TRANS,LAYER,mean_naturalness_100,std_naturalness_100,median_naturalness_100,mean_naturalness_250,std_naturalness_250,median_naturalness_250,mean_naturalness_500,std_naturalness_500,median_naturalness_500,mean_naturalness_1000,std_naturalness_1000,median_naturalness_1000
419_rouge_estive,1,185.759493670886,3.28870406500419,185,184.338085539714,23.0738598803234,185,194.010703363914,29.5146154574492,185,196.804228760667,46.1985741519699,200
419_rouge_lisiere,1,194.037037037037,17.6847876627807,185,198.226337448559,24.5243266680224,200,204.891038696537,31.0604879476864,200,193.956084521384,48.409948851507,200
416_bleu_estive,1,180.128205128205,20.9543820607448,185,178.841463414634,28.9746747474448,185,181.44427480916,30.4455225995061,185,191.563550687722,40.3601515727193,185
416_bleu_lisiere,1,185.379746835443,2.35626714797294,185,182.702040816326,26.8125959570781,185,171.881665820213,35.0243724770765,185,188.050267243573,44.4777922864177,185
413_rouge_estive,1,167.468354430379,44.0789956704712,185,179.875255623721,39.7030230853085,185,188.453021838496,33.3859793677586,185,196.804961832061,40.2433659073542,200
413_rouge_lisiere,1,213.51948051948,16.7670133712738,200,200.537678207739,33.1037390887515,200,200.594084650688,35.9634134117342,200,199.596129360835,41.4239309801396,200
424_bleu_estive,1,183.599999999999,10.6508215645554,185,199.076131687242,21.7622858317923,192.5,208.495691839837,35.6380350967242,200,201.38172795521,44.9520687687797,200
424_bleu_lisiere,1,203.582278481012,24.363080387089,200,211.353061224489,27.9855618900598,200,211.798469387755,33.3263653930382,216,201.690985485103,46.0696473189959,216
573_rouge_estive,1,151.166666666666,53.8396043025298,169,156.531697341513,45.1545801867645,169,163.390862944162,56.2325891183278,185,165.158269720101,72.28506185223,185
573_rouge_lisiere,1,189.230769230769,45.6932141842221,200,184.993914807302,52.0629783580035,185,186.298522669383,52.3417541603902,185,175.141237901171,72.0480329244933,185
574_bleu_estive,1,170.658227848101,34.4812868258026,185,181.27698574338,50.2955082141046,185,185.612640163098,57.2151883777637,185,176.535091071201,74.5744750052177,185
574_bleu_lisiere,1,206.363636363636,24.6486527072648,185,199.375253549695,45.1749714872162,185,194.817533129459,56.7494478854273,200,179.635112753216,73.9137147148567,185
402_rouge_estive,1,152.9375,44.9214157585221,185,169.424180327868,52.5561213439651,185,200.217125382262,55.8810057311295,200,199.492679821769,53.3043378057556,216
402_rouge_lisiere,1,180.76923076923,69.1721974452762,200.5,195.425963488843,65.7154500910097,231,208.360204081632,58.0487466506682,240,204.10644257703,54.3532183691593,231
401_bleu_estive,1,195.576923076923,6.83977663222258,200,196.766734279918,29.3489937988072,200,196.930753564154,38.3759711824721,200,186.171232004076,47.9397818750329,185
401_bleu_lisiere,1,200.8375,52.0709716996907,231,212.995910020449,39.5975663827419,231,211.964430894308,36.1586212307706,231,191.880758462713,48.2556546371976,200
628_rouge_estive,1,174.637499999999,34.7340768374517,185,185.75,28.7713539094899,185,194.42225609756,28.4129867784825,185,197.48790425261,37.7111783238873,200
628_rouge_lisiere,1,191.662337662337,43.4390483230314,185,192.040567951318,44.9861188561347,185,199.952647657841,45.6830297132782,216,205.308309966862,41.0529541181752,216
626_bleu_estive,1,158.551282051282,58.8558969086399,185,172.276422764227,40.9535828491107,185,179.051399491094,39.8822299907344,185,184.531516617853,34.9101217228746,185
626_bleu_lisiere,1,163.599999999999,53.8633920209263,185,183.080082135523,44.4070188135966,185,187.671421293937,38.7590297548422,185,186.857688391038,35.8897222174792,185
522_rouge_estive,1,196.26582278481,16.0629370241563,200,198.414285714285,47.7384220390191,200,199.526772055073,48.3944613365055,200,196.490448293428,39.4879094511225,185
522_rouge_lisiere,1,226.375,29.6750631844314,240,220.373195876288,30.2513679181685,225,201.807320793085,50.5022762431051,200,199.908697313128,40.5866529264112,200
682_bleu_estive,1,184.324675324675,13.3226119260057,185,184.212981744421,31.3972336644261,185,189.78491335372,29.7869022916475,185,191.484968152866,38.2925991523118,185
682_bleu_lisiere,1,187.773333333333,22.8091053943132,179,203.052953156822,32.6303940135337,212,194.559529892692,31.9309608689927,185,193.336223383909,39.3146799819793,185
641_rouge_estive,1,167.666666666666,51.2726914535299,185,153.929006085192,65.670276560676,185,157.873217922606,62.1604726011889,185,164.968933027756,60.5353277032116,185
641_rouge_lisiere,1,155.90909090909,66.0405585371657,185,158.870445344129,62.7697693506688,185,157.941866394696,63.616397925714,185,165.206391647568,62.142638068794,185
638_bleu_estive,1,185,0,185,182.25865580448,24.6667462816622,185,196.486748216106,35.6305238252245,185,192.095754175698,49.6083925981165,185
638_bleu_lisiere,1,204.316455696202,19.343362649166,216,206.252032520325,22.2163579578091,185,199.451810300866,47.3050668572507,216,189.164460285132,53.8717449875926,185
265_rouge_estive,1,160.253164556962,36.2192578869902,169,167.124489795918,35.5855223405517,185,183.515569167942,36.8356536227524,185,191.3233197556,39.4128507785774,185
265_rouge_lisiere,1,156.468354430379,44.8541477254687,169,180.091463414634,44.1288506034543,185,186.49516046867,44.4230731309825,185,190.559730005094,45.9496460022437,194
428_bleu_estive,1,184.532467532467,11.31552710445,185,182.160896130346,25.6963424377003,185,185.664966853646,33.2541315981056,185,196.554848561975,38.3658177420926,200
428_bleu_lisiere,1,198.164556962025,52.6162198555951,216,204.813141683778,39.4189834267814,200,203.212028542303,40.0217817613728,200,194.20272507322,48.2251147358686,200
298_rouge_estive,1,173.727272727272,14.9124164805458,185,171.584521384928,25.1232903832136,185,179.340804890473,21.650243934397,185,176.165689523323,28.8476237200339,185
298_rouge_lisiere,1,186.102564102564,9.80527035622736,185,191.566801619433,12.0838245971988,194,186.564220183486,25.5363705791007,194,182.592668024439,32.6896910886643,185
300_bleu_estive,1,171.199999999999,5.50999092558236,169,176.475409836065,11.8260708902359,185,177.06418746816,24.7514585045893,169,173.20336177257,38.5917786946356,185
300_bleu_lisiere,1,169,0,169,166.583333333333,46.9712674528231,169,174.843527013251,47.0762874638911,185,175.593192248852,42.9897033502704,185
591_rouge_estive,1,156.01282051282,62.7139402140616,185,160.967545638945,47.4269691750622,185,166.321119592875,50.5299164330022,185,169.897811147874,56.0866563807225,185
591_rouge_lisiere,1,196.166666666666,31.0918476686894,203,186.049079754601,41.7146020072772,185,172.406952965235,58.7624592603395,185,170.653297682709,60.9192222004686,185
590_bleu_estive,1,146.205128205128,40.57483082871,154,156.874239350912,40.1623026410026,185,158.776362710137,50.1848788970164,185,167.361436576668,58.8556241450524,185
590_bleu_lisiere,1,159.653846153846,48.3390342145645,185,168.295918367346,53.2624631737987,185,162.685119349923,67.0337073021917,185,170.416465199134,61.2117012024066,194
481_rouge_estive,1,169.375,31.1003918785599,185,164.230927835051,35.9910107930024,185,168.96746314184,29.8566471420846,169,168.690476190476,43.5193357967119,185
481_rouge_lisiere,1,184.3,14.4986206240455,194,166.421588594704,46.0020749368404,185,171.231396534148,48.4828066562879,194,171.546797402266,45.8447794061353,194
480_bleu_estive,1,178.987341772151,9.45943192942873,185,170.010245901639,17.0224627855018,169,166.933536276002,23.7618009160989,169,174.760402086779,38.1545664698558,169
480_bleu_lisiere,1,171.371794871794,24.0021948645722,154,171.582150101419,31.6762887281326,154,171.30565461029,38.3724316212121,185,170.603105906313,42.0157849123313,185
483_rouge_estive,1,170.948717948717,10.0917552485863,163,172.80894308943,11.4607886342394,169,182.792664289353,24.8288549861131,185,183.664417568427,40.5586159107656,185
483_rouge_lisiere,1,196.949999999999,26.7403720991313,216,192.866529774127,26.5392013498159,216,196.635347892331,26.9058718868997,200,190.678503245513,41.2079351114688,185
597_bleu_estive,1,181.53164556962,8.00290365507129,185,173.604081632653,41.4520916445433,185,175.526799387442,50.730811986953,185,185.833099936346,42.5807267824081,185
597_bleu_lisiere,1,195.26582278481,36.0596232211967,179,188.904276985743,46.2203722687798,185,188.983180428134,47.5113830716729,185,190.181690858161,43.6609120267204,185
572_rouge_estive,1,159.291139240506,41.9789434554854,169,169.574036511156,32.71800180829,185,165.858087487283,57.6983394526165,185,168.388316151202,66.1305344107083,185
572_rouge_lisiere,1,154.26923076923,53.0656760659031,185,160.062880324543,48.920580808001,185,161.819897959183,49.2556814498744,185,171.849121466768,59.2361747275297,185
571_bleu_estive,1,161.5875,46.1361284000944,169,167.380368098159,42.9050230763422,185,178.085845682166,44.0381539988516,185,182.894421803362,51.2028164268864,185
571_bleu_lisiere,1,211.569620253164,23.9354001610261,200,203.494929006085,29.558181266135,200,201.431552162849,43.2077179737808,194,194.241884150222,46.6726051480594,185
425_rouge_estive,1,174.620253164556,34.5199644298731,185,182.18069815195,26.3264959935621,185,180.779583544946,37.0221293222358,185,186.79898154042,49.00267155431,185
425_rouge_lisiere,1,175.961038961038,10.5466700086429,185,185.541582150101,18.4976506137137,185,192.999490316004,30.7450218863176,185,189.950191082802,51.5760146751605,200
560_bleu_estive,1,183.358974358974,10.9063312111141,185,181.774847870182,26.2153667257024,185,175.81100356597,50.5547366426345,185,181.460010188487,47.4678275945477,185
560_bleu_lisiere,1,184.026666666666,27.8246764980695,185,186.113821138211,49.5466361983295,185,180.749616760347,53.7507985571876,185,182.677427587086,48.1897123649366,185
632_rouge_estive,1,175.936708860759,9.29589779153584,169,175.732251521298,12.631029855662,185,180.111507128309,24.9918783135428,185,193.549853559149,45.2529314233972,185
632_rouge_lisiere,1,204.088607594936,29.211229795448,219,190.069246435845,45.9757229309645,185,192.508673469387,45.4589512780654,185,191.883131763208,53.2455880194227,216
335_bleu_estive,1,178.766233766233,7.80259048541032,185,181.855397148676,8.01027003691311,185,187.78491335372,23.9480753435036,185,193.920428462127,40.7013343281022,185
335_bleu_lisiere,1,191.064102564102,24.2885114467143,169,191.502024291497,55.8381752725192,216,193.726670066292,52.8298409367206,185,195.37294821224,45.2130299775889,185
552_rouge_estive,1,176.696202531645,7.99422961255312,169,178.410204081632,17.081709335892,185,190.584395716471,40.8906844989285,185,192.060359098433,60.2555103172701,219
552_rouge_lisiere,1,194.77922077922,25.0306945992333,185,191.50406504065,29.4660819159155,185,184.94240570846,48.8633832240922,185,190.533647718582,59.9225481673538,209
257_bleu_estive,1,160.86075949367,32.2261526695146,169,171.067209775967,44.7873177713457,185,174.26782077393,60.6616569369682,185,185.368903603718,59.1607120415475,185
257_bleu_lisiere,1,171.679487179487,50.5182103723419,169,173.054766734279,54.4412056331175,185,174.549389002036,63.9505688739412,185,183.838171632289,59.3052460781878,185
326_rouge_estive,1,184,5.1887452166277,185,166.806517311608,28.6640993036446,185,178.582781456953,30.3429480638402,185,180.293391060741,29.7640323575625,185
326_rouge_lisiere,1,174.708860759493,22.6705362227315,169,186.538775510204,25.3134538425597,185,186.088220295767,30.9954162350214,185,180.432191519164,28.0284077164021,185
497_bleu_estive,1,163.556962025316,35.1685802074619,185,167.635437881873,27.786271258113,169,179.094801223241,29.3800396763261,185,184.418841502227,30.9101982834088,185
497_bleu_lisiere,1,168.493506493506,15.4672871189936,154,165.442190669371,24.0260002180732,154,177.650534895568,29.2264357662673,185,186.646923958731,30.9846956712573,185
646_rouge_estive,1,176.974683544303,35.1823368671198,185,169.586558044806,41.9300909618796,185,181.141692150866,36.7846628611083,185,187.92042271454,35.9164906982007,185
646_rouge_lisiere,1,194.59493670886,30.5636994030259,185,186.833333333333,44.7517618614275,185,189.939378502292,40.3606751535402,185,190.344151711849,33.5507294454885,185
313_bleu_estive,1,184.506329113924,26.4670195620753,185,189.374485596707,20.5403268724617,185,190.660243407707,31.7790958749045,185,189.927608142493,40.9099983564678,185
313_bleu_lisiere,1,185.907894736842,45.9685755453998,185,202.042769857433,38.7595885734207,200,195.421213666496,38.9537577911792,185,190.332823649337,42.2677329267534,185
387_rouge_estive,1,170.0625,37.1693232888359,185,174.775720164609,40.2022293645581,185,187.570193285859,42.7640609640332,185,190.746466318604,49.4818281776909,200
387_rouge_lisiere,1,154.848101265822,39.6264483367764,163,166.048780487804,43.7499553836772,185,175.622131565527,44.0702640001324,185,184.685932527052,48.6887570174486,185
388_bleu_estive,1,181.51948051948,10.7722712694012,185,192.774847870182,22.8702135888933,185,201.818737270875,45.4286187828274,216,190.139051746112,50.8718798942461,200
388_bleu_lisiere,1,212.518987341772,25.7440472458154,200,221.658536585365,26.2816450427118,231,207.535240040858,52.476392223311,231,192.718849433626,52.2054492066471,200
396_rouge_estive,1,148.74074074074,60.5541850564134,185,161.838114754098,56.776709087499,185,173.20956256358,52.4300127419966,185,182.405701196233,51.6094105556462,185
396_rouge_lisiere,1,162.4375,70.8404622638079,200,182.923868312757,63.2226808407432,200,184.316378433367,58.7389746915975,185,187.311592356687,53.6091372631722,185
246_bleu_estive,1,169.367088607594,35.2241204812227,185,178.942973523421,26.3240964031679,185,174.148318042813,52.8574711135774,185,183.860035659704,59.4753436534702,185
246_bleu_lisiere,1,169.394736842105,46.4993149206377,185,163.845213849287,57.0333849466933,185,183.303061224489,61.6162497684387,185,183.617219387755,61.4825513195243,200
47_rouge_estive,1,172.948051948051,6.89795020164065,169,171.038617886178,14.0091626709154,169,172.362710137544,25.2908879225578,169,178.607161060142,36.1280848718436,169
47_rouge_lisiere,1,178.564102564102,34.5548949160049,185,184.380658436213,33.694542248623,185,186.401522842639,38.057526556914,169,185.804961832061,43.9193744400776,169
46_bleu_estive,1,154.820512820512,30.3170188261683,169,152.899176954732,36.7245351339415,169,163.362252663622,37.2776911371759,169,177.899717723963,41.5540904358555,169
46_bleu_lisiere,1,159.717948717948,10.8177174661227,154,165.713995943204,32.1225680503612,169,168.996428571428,36.9741151527195,169,177.457814224885,42.7213014629884,169
206_rouge_estive,1,167.461538461538,4.55083060238432,169,166.241379310344,6.22894438881286,169,169.065239551478,15.0717896309503,169,176.464731347084,24.5824352032579,169
206_rouge_lisiere,1,159.454545454545,7.21568539381252,154,161.51724137931,9.3508472187535,154,167.730377166156,16.0174530434277,169,176.903287461773,25.9423751640405,169
205_bleu_estive,1,173.102564102564,6.98641491935442,169,170.819105691056,7.42262258433497,169,171.191348600508,13.1976182006869,169,176.273908060613,25.4262624129656,169
205_bleu_lisiere,1,168.153846153846,12.8293303011626,169,170.095528455284,10.3925503105112,169,171.892057026476,15.6473209787953,169,177.032981026359,24.5873584714136,169
200_rouge_estive,1,143.474358974358,58.3019822768454,169,155.178861788617,48.9390333381278,169,151.471726948548,53.6064657867351,169,166.203769740193,60.4328607904979,185
200_rouge_lisiere,1,159.883116883116,55.5487323258804,185,149.822810590631,56.4462071937606,169,145.466292134831,59.2868292990573,169,164.270679562229,61.8313530580944,185
172_bleu_estive,1,141.537499999999,64.8623434185814,185,157.020576131687,55.150557012261,185,155.347052845528,61.6780420851757,185,161.863873678848,67.4631955643799,185
172_bleu_lisiere,1,128.417721518987,66.1778592358227,185,146.897750511247,61.2533524398779,185,148.687563710499,66.8195398478725,185,159.650203665987,69.3435622698156,185
321_rouge_estive,1,194.683544303797,7.17510517507261,200,182.910569105691,30.9971171305953,185,173.244138634046,46.7865326990042,185,174.827243793761,51.0964048953588,185
321_rouge_lisiere,1,195.753086419753,11.975830458276,185,195.260780287474,10.4285858229145,203,181.168699186991,45.5754198917346,194,171.391902215431,60.0220417507047,185
